layer,n_nodes,fiedler_value,connectivity_ratio,spectral_entropy_norm,hfer,spectral_radius,n_benign,n_injection,density_benign,density_injection,density_cross,cut_weight,conductance,normalized_cut,modularity,separation,cut_conductance,cut_modularity,accuracy,ari,bandwidth,example_id,attack_category,position,split,n_chars_context,n_chars_attack,condition,label,n_tokens
5,280,0.7544509768486023,0.4332219958305359,0.9990100860595703,0.5176153182983398,1.7414882183074951,280,0,0.00351312856869355,nan,nan,nan,nan,nan,nan,nan,1.4815768591469392,0.01690807499171964,nan,nan,121.70784411375108,0,direct_injection,start,train,432,133,benign,0,280
5,318,0.7514140009880066,0.4324605166912079,0.999121367931366,0.5174272656440735,1.7375320196151733,281,37,0.003474995574632091,0.0029616483687867593,0.0016571611982605279,34.459009956629416,1.6273885646540829,1.74595020188238,0.016080168557506377,1.9358830581730813,1.4850641788956938,0.02158998303713478,0.5534591194968553,-0.0563087057324368,137.821809554421,0,direct_injection,start,train,432,133,injected,1,318
6,280,0.690352201461792,0.4221784174442291,0.9989280104637146,0.5222750902175903,1.6352143287658691,280,0,0.0034944137992517464,nan,nan,nan,nan,nan,nan,nan,1.3316506603212082,0.04047666858404224,nan,nan,112.28266303540182,0,direct_injection,start,train,432,133,benign,0,280
6,318,0.6845732927322388,0.4204096794128418,0.9990419745445251,0.5219306945800781,1.6283481121063232,281,37,0.003443382784165964,0.0038340496323291664,0.001647771453343222,34.26375960081896,1.5407174557105052,1.6596652034807184,0.022643554584025005,2.2050809761962133,1.2913616068209872,0.030516687556465347,0.6509433962264151,0.0873857270018106,126.50995639676785,0,direct_injection,start,train,432,133,injected,1,318
7,280,0.6429656744003296,0.41184499859809875,0.999003529548645,0.5180559754371643,1.5611836910247803,280,0,0.0034701610065315815,nan,nan,nan,nan,nan,nan,nan,1.2111281576593578,0.05578026823965902,nan,nan,106.39267502702293,0,direct_injection,start,train,432,133,benign,0,280
7,318,0.6365706324577332,0.41004690527915955,0.9991180896759033,0.517479658126831,1.552433729171753,281,37,0.0033895643523775107,0.0042193826820156695,0.0017253142081048742,35.87618364333275,1.522867485925868,1.6489129055571796,0.02478612377806113,2.1919376732953175,1.1758266721901476,0.046778592921703555,0.5974842767295597,0.03667343482291117,119.465183914024,0,direct_injection,start,train,432,133,injected,1,318
8,280,0.7347102761268616,0.4176982641220093,0.9989369511604309,0.5217006206512451,1.7589497566223145,280,0,0.0034791849951606936,nan,nan,nan,nan,nan,nan,nan,1.3584037774109565,-0.11882658230952484,nan,nan,118.9934271777487,0,direct_injection,start,train,432,133,benign,0,280
8,318,0.7382605671882629,0.4199680984020233,0.9990512728691101,0.5216793417930603,1.7578967809677124,281,37,0.003450382162711313,0.002837525347343684,0.001621088807629505,33.70892066584793,1.633655550491883,1.7505662390513927,0.015545791869827155,1.9301749167907631,1.3610108179604998,-0.11794510574330458,0.6289308176100629,-0.08885291987388369,135.31040916965392,0,direct_injection,start,train,432,133,injected,1,318
9,280,0.5804063081741333,0.36315399408340454,0.9985577464103699,0.5294234156608582,1.59823739528656,280,0,0.0034505708189500233,nan,nan,nan,nan,nan,nan,nan,1.120551937993127,-0.03207722663893653,nan,nan,102.86248203457049,0,direct_injection,start,train,432,133,benign,0,280
9,318,0.5828753709793091,0.3661526143550873,0.9986734390258789,0.5291193127632141,1.591891884803772,281,37,0.0034000392797159003,0.005879593447263562,0.0014942362830846726,31.071149270462683,1.3296911241416036,1.439463518608648,0.03948630220200753,2.9922394059685953,1.0460818494816466,-0.016853406309848523,0.660377358490566,-0.02944204135246385,116.24558597270268,0,direct_injection,start,train,432,133,injected,1,318
10,280,0.5561977624893188,0.349856436252594,0.9985476732254028,0.5286163687705994,1.589788556098938,280,0,0.0034621592457022045,nan,nan,nan,nan,nan,nan,nan,1.1112983321733987,-0.017897160387501193,nan,nan,101.14785532953341,0,direct_injection,start,train,432,133,benign,0,280
10,318,0.5580029487609863,0.35277029871940613,0.998653769493103,0.52852863073349,1.581774115562439,281,37,0.0034159840740853775,0.006282217556075123,0.001446836769574236,30.085523786526664,1.2851198402127548,1.391124810289109,0.04286135946306019,3.201804918352247,1.0733907906137776,-0.008807559560886885,0.6477987421383647,-0.09329449761135868,114.12882463102373,0,direct_injection,start,train,432,133,injected,1,318
11,280,0.5396249294281006,0.3401203453540802,0.9987871646881104,0.5231924057006836,1.5865706205368042,280,0,0.003488496664858334,nan,nan,nan,nan,nan,nan,nan,0.8665612001508842,0.1540860950651938,nan,nan,99.94492835085906,0,direct_injection,start,train,432,133,benign,0,280
11,318,0.5463904738426208,0.3463595509529114,0.9989047646522522,0.5226690173149109,1.577523946762085,281,37,0.003407521479169094,0.006290772926466478,0.001598775803687843,33.24494406188501,1.3297030041695634,1.4464640778652795,0.041075535554649004,2.8959011852195937,0.830249570938079,0.1557096006529592,0.6855345911949685,0.10972707427953929,112.90556211435828,0,direct_injection,start,train,432,133,injected,1,318
12,280,0.43086278438568115,0.29182639718055725,0.9984493255615234,0.5289732813835144,1.4764353036880493,280,0,0.0034029911811016,nan,nan,nan,nan,nan,nan,nan,0.6701208058313107,0.20133735982483764,nan,nan,84.57742824843643,0,direct_injection,start,train,432,133,benign,0,280
